"id","name","slug","status","address","note","created_at","updated_at","deleted_at","created_by","updated_by","deleted_by"
"172","Renata Limited, Gazipur","renata-limited,-gazipur","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"173","Renata Ltd., Bhaluka","renata-ltd.,-bhaluka","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"174","Rephco Pharmaceuticals Ltd.","rephco-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"175","RN Pharmaceuticals","rn-pharmaceuticals","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"176","Royal Pharmaceuticals Ltd.","royal-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"177","S. N. Pharmaceuticals Ltd.","s.-n.-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"178","Save Pharmaceuticals Ltd.","save-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"179","Seba Laboratories Ltd.","seba-laboratories-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"180","Sharif Pharmaceuticals Ltd.","sharif-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"181","Shinil Pharma Limited","shinil-pharma-limited","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"182","Silco Pharmaceuticlas Ltd.","silco-pharmaceuticlas-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"183","Silva Pharmaceuticals Ltd.","silva-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"184","SMC Enterprise Limited","smc-enterprise-limited","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"185","Sodical Chemical Ltd.","sodical-chemical-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"186","Somatec Pharmaceuticals Ltd.","somatec-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"187","Sonargaon Steel Fabricate Ltd., (Oxygen Plant)","sonargaon-steel-fabricate-ltd.,-(oxygen-plant)","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"188","Spectra International Ltd.,","spectra-international-ltd.,","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"189","Spectra Oxygen Limited","spectra-oxygen-limited","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"190","Square Cephalosporins Ltd.","square-cephalosporins-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"191","Square Formulations Ltd.","square-formulations-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"192","Square Lifesciences Limited, Pabna","square-lifesciences-limited,-pabna","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"193","Square Pharmaceuticals PLC, (Chemical Division)","square-pharmaceuticals-plc,-(chemical-division)","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"194","Square Pharmaceuticals PLC, Gazipur","square-pharmaceuticals-plc,-gazipur","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"195","Square Pharmaceuticals PLC, Pabna","square-pharmaceuticals-plc,-pabna","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"196","Standard Laboratories Ltd.","standard-laboratories-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"197","Sun Pharmaceutical (Bangladesh) Ltd.","sun-pharmaceutical-(bangladesh)-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"198","Sun Pharmaceuticals (EZ) Ltd., Narayanganj","sun-pharmaceuticals-(ez)-ltd.,-narayanganj","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"199","Sunman-Birdem Pharma Ltd.","sunman-birdem-pharma-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"200","Super Power Pharmaceuticals Ltd.","super-power-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"201","Supreme Pharmaceuticals Ltd.","supreme-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"202","Synovia Pharma PLC.","synovia-pharma-plc.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"203","Team Pharmaceuticals Ltd.","team-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"204","Techno Drugs Ltd., BSCIC I/A, Narshingdi","techno-drugs-ltd.,-bscic-i/a,-narshingdi","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"205","Techno Drugs Ltd., Gazipur","techno-drugs-ltd.,-gazipur","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"206","Techno Drugs Ltd., Satipara, Narshingdi","techno-drugs-ltd.,-satipara,-narshingdi","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"207","The ACME Laboratories Ltd.","the-acme-laboratories-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"208","The White Horse Pharmaceuticals Ltd.","the-white-horse-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"209","UNIDO Pharmaceuticals Ltd.","unido-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"210","Unimed Unihealth Pharmaceuticals Ltd.","unimed-unihealth-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"211","Union Oxygen Limited","union-oxygen-limited","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"212","Union Pharmaceuticals Ltd.","union-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"213","Unique Pharmaceutical Ltd.","unique-pharmaceutical-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"214","United Chemicals & Pharmaceuticals Ltd.","united-chemicals-&-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"215","Veritas Pharmaceuticals Ltd.","veritas-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"216","Vion Pharmaceuticals (Veterinary)","vion-pharmaceuticals-(veterinary)","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"217","Virgo Pharmaceuticals Ltd.","virgo-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"218","Vision Drugs Limited (Veterinary)","vision-drugs-limited-(veterinary)","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"219","World API Chemical Industry Ltd.","world-api-chemical-industry-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"220","Zenith Pharmaceuticals Ltd.","zenith-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"221","Zhaofeng Gelating Limited","zhaofeng-gelating-limited","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
"222","Ziska Pharmaceuticals Ltd.","ziska-pharmaceuticals-ltd.","1",NULL,NULL,"2025-01-17 20:45:48",NULL,NULL,NULL,NULL,NULL
